name,dapp_sector,dapp_category,sub_category,is_active,is_multi_chain,governance_type,ownership_status,level_of_decentralisation,research_comments,tags,token_symbol,token_type,website,launch_date,chains,raised_capital,tvl,tvl_ratio,market_cap,circulating_supply,total_supply,price,users,volume,transactions,total_liquidity_usd,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,liquidity_usd,gov_numeric,own_numeric,decent_numeric,governance_score,chain_count,market_cap_norm,users_norm,tvl_norm,market_maturity,volatility_index,liquidity_efficiency,tx_per_user,volume_per_user,market_cap_per_user,has_token,token_type_clean,token_type_primary,is_governance_token,is_utility_token,is_reward_token,is_multi_type_token,is_defi,is_prediction_market,is_rwa,is_ai,is_depin,is_gaming,is_social,activity_signal_count,governance_complete,data_completeness_score,eligible_loose,analysis_eligible,primary_sub_tag,in_primary_cohort,in_secondary_cohort,primary_cohort_id,secondary_cohort_id
FusionX Finance,exchanges,DEX,"Analytics, Perpetuals, AMM DEX, Liquidity Staking",True,False,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Mantle-native DEX/perps ecosystem; non-custodial DeFi contracts, but protocol governance/ops appear team-operated (no binding DAO-owned timelock confirmed in surfaced sources).","DeFi, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",FSX,UTILITY,https://fusionx.finance/,,mantle,0.0,,,0.0,0.0,0.0,0.0,3011,1335574.99,1524179,,,,,,,153645.0,,1,0.0,1,0.21666666666666667,1,0.0,8.010359588919783,0.0,0.1488494988687124,25607.5,,506.20358684822315,443.56525738957157,0.0,True,UTILITY,UTILITY,False,True,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Analytics,False,False,,
Storm Trade,exchanges,DEX,"AMM DEX, Perpetuals, DAO Tooling, Farming",True,False,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,TON perpetuals bot with STORM token and “governance” claims; voting not shown as binding; team runs infra → semi,"Farming, Exchanges, Staking, DeFi, toncoin-ecosystem, Decentralized Exchange (DEX), Decentralized Finance (DeFi), TON Ecosystem, Exchange-based Tokens, Perpetuals",STORM,UTILITY,https://storm.tg/,,ton,0.0,11507002.0,0.18454528,2596585.918,258229085.0,1000000000.0,0.00822356189,3007,5918195.78,77590,2.19467804,2.61719922,-11.10154244,-26.00896759,-46.27504014,-35.86830471,11715114.0,2194678.04,1,0.0,1,0.21666666666666667,1,14.769708416768818,8.00903068506973,16.258466364516433,0.6272429137401239,1952539.31184235,4.431589157220408,25.803126039241768,1968.1396009311607,863.513773860991,True,UTILITY,UTILITY,False,True,False,False,True,False,False,False,False,False,False,5,True,1.0,True,False,AMM DEX,False,False,,
Freya: The Starfall,collectibles,NFT marketplace,"NFT Marketplace, Play 2 Earn",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Tactical RPG with FREYA token described as governance/utility and revenue-sharing mechanics; however, no binding on-chain DAO execution is evidenced in the surfaced materials—treat as studio-controlled governance narrative.","NFT, Games, Play to Earn",FREYA,REWARD,https://linktr.ee/Freya_Starfall,,immutablezkevm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2985,0.0,3757,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,8.001689978099135,0.0,0.14868839908140383,0.0,,1.2586264656616415,0.0,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,False,False,2,True,0.7,True,False,NFT Marketplace,False,False,,
Morkie,collectibles,NFT marketplace,"NFT Marketplace, Social, Staking",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"NFT project/site; no DAO docs; platform, mints and rules operator-run","NFT, Staking, DeFi, communications-social-media, social-money, Polygon Ecosystem",MORK,UTILITY,https://morkie.xyz/,,polygon,0.0,0.0,,0.0,0.0,4000000000.0,1.65e-06,2936,1277.75,4274,0.0,0.69867,-1.42283181,-58.55821964,-45.19500813,-49.71721207,0.0,0.0,1,0.0,0,0.06666666666666667,1,0.0,7.98514393119862,0.0,0.14838093837854016,25.931990275,,1.4557220708446867,0.4352009536784741,0.0,True,UTILITY,UTILITY,False,True,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,NFT Marketplace,False,False,,
iZUMi Finance,exchanges,DEX,"AMM DEX, DAO Tooling, Farming, Privacy",True,True,ONCHAIN_TOKEN_GOVERNANCE,COMPANY_OWNED,SEMI_DECENTRALIZED,"veNFT “veiZi” confers governance power; on-chain voting exists, but core ops/frontends remain team-run → semi","Farming, DeFi, privacy, ethereum-ecosystem, bnb-chain-ecosystem, zksync-era-ecosystem, Decentralized Exchange (DEX), Decentralized Finance (DeFi), Automated Market Maker (AMM), BNB Chain Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, ZkSync Ecosystem, Mantle Ecosystem, Linea Ecosystem, Base Ecosystem, Manta Network Ecosystem, Scroll Ecosystem, Exchange-based Tokens",IZI,GOVERNANCE,https://izumi.finance/home,,"base,blast,bnb-chain,core,ethereum,gravity,linea,mantle,polygon,zetachain,zksync-era",388.5,48794088.0,,7485534.303,787400000.0,2000000000.0,0.009507890766,2927,2308940.75,60801,0.0087792,-0.45088333,2.71315953,-13.18522782,-10.92812672,126.503622,49359433.0,8779.199999999999,5,0.0,1,0.4833333333333334,11,15.82848309004553,7.982074875081202,17.70311973643772,0.6645063782394204,8226597.796836566,6.5184509247983335,20.77246327297574,788.8420737956952,2557.4083713700034,True,GOVERNANCE,GOVERNANCE,True,False,False,False,True,False,False,False,False,False,False,5,True,1.0,True,False,AMM DEX,False,False,,
Crypto.com DeFi Swap,exchanges,DEX,"AMM DEX, Wallet",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Swap feature within Crypto.com’s DeFi/Onchain wallet; routing and feature policy are controlled by the company (even if swaps use external protocols like Stargate/LayerZero).,,CRO,UTILITY,https://crypto.com/defi/swap,,ethereum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2922,11040479.41,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,7.980365765111246,0.0,0.14829214990160325,0.0,,0.0,3778.3981553730323,0.0,True,UTILITY,UTILITY,False,True,False,False,True,False,False,False,False,False,False,2,True,0.7,True,False,AMM DEX,False,False,,
Hello Pixel,collectibles,NFT marketplace,"NFT Marketplace, Marketplace, DAO Tooling, Play 2 Earn",True,True,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Telegram wallet/mini-app with PIXEL rewards; no DAO/governance over ops → centralized,"NFT, Token Launch Platforms, Exchanges, DeFi, Games",PIXEL,REWARD,https://t.me/pixel_wallet_bot/wallet,,"polygon,skale-europa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2917,3123.31,523462,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,2,0.0,7.978653729082731,0.0,0.14826033663503752,0.0,,179.45217689406925,1.070726774082962,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,False,False,3,True,0.8,True,False,NFT Marketplace,False,False,,
Ostium,exchanges,Payments/RWA,"Analytics, Tokenized rewards, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Arbitrum perps platform for RWAs; self-custodial and on-chain execution, but governance token/DAO control is described as future-oriented—current control is best treated as team-led.","Pools, RWA, Exchanges, Yield, DeFi, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",,,https://ostium.app,,arbitrum,0.0,,,0.0,0.0,0.0,0.0,2901,58152240.52,216973,,,,,,,49251401.0,,1,0.0,1,0.21666666666666667,1,0.0,7.973155433444133,0.0,0.14815816662115083,8208566.833333333,,74.79248534987936,20045.584460530852,0.0,False,NONE,NONE,False,False,False,False,False,False,True,False,False,False,False,3,True,0.8,True,False,Analytics,False,False,,
GMGN,social,NFT marketplace,"Social, Analytics, Marketplace",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Trading/copy-trading “meme sniper” interface/tooling; no protocol DAO governance identified—service is centrally operated with ToS and product control.,"Move to Earn, Social, Exchanges, DeFi, Marketplaces, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",,,https://gmgn.ai/,,ethereum,0.0,,,0.0,0.0,0.0,0.0,2843,3610702.7,8344,,,,,,,,,1,0.0,0,0.06666666666666667,1,0.0,7.952966790923131,0.0,0.14778301875310165,0.0,,2.9349278930707,1270.0326064016883,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,True,3,True,0.8,True,False,Social,False,False,,
EARNM Rewards,other,NFT Gaming,"DAO Tooling, Play 2 Earn, Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Rewards platform with proprietary “mystery boxes”; no user governance of protocol parameters,"Staking, Yield, Games, Play to Earn, Governance",EARNM,REWARD,https://www.earnm.com/dappradar-generator,,polygon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2837,2187.33,4935,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,7.950854857719988,0.0,0.14774377454746487,0.0,,1.7395135706732463,0.7710010574550581,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,True,False,3,True,0.8,True,False,DAO Tooling,False,False,,
BANANA,other,NFT Gaming,"DAO Tooling, Play 2 Earn",True,False,NONE,COMPANY_OWNED,CENTRALIZED,Telegram clicker; no token governance (PEEL points) and no DAO—fully operator-run,"Games, NFT, Polygon Ecosystem, Ethereum Ecosystem, Ronin Ecosystem",,,https://x.com/thebananagameee,,kaia,0.0,0.0,,7083899.0,5138281.949,730000000.0,0.096766,2793,0.0,5308,0.0,7.62249,-5.83861637,-19.98196288,-90.16229318,-90.16229318,,0.0,0,0.0,0,0.0,1,15.773335161466761,7.935229539816907,0.0,0.4426312684682586,35.62794260166667,0.0,1.9004654493376298,0.0,2536.3046902971714,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,DAO Tooling,False,False,,
Kingpin,games,NFT Gaming,Play 2 Earn,True,False,TEAM_CONTROLLED,DAO_OWNED,CENTRALIZED,"Play-to-earn NFT game listed under NFT Gaming; DAO owns it. Gameplay rules, economy, and upgrades appear fully studio-controlled, with on-chain assets but centralized product governance.",Games,,,https://kingpinbowl.com/,,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2766,0.0,2765,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,3.0,0,0.36666666666666664,1,0.0,7.925518979786926,0.0,0.14727298011035223,0.0,,0.9996384671005062,0.0,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,2,True,0.7,True,False,Play 2 Earn,False,False,,
Slotana Coin Flip,gambling,NFT Gaming,"Casino, DAO Tooling, Play 2 Earn",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Solana coin-flip; SLA token announced/future governance, but today rules/treasury controlled by team → centralized","Gambling, Casino, Games, Play to Earn",SLA,UTILITY,https://slotana.io/,,solana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2738,289379.34,215116,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,7.915348169263078,0.0,0.1470839848433161,0.0,,78.56683710737765,105.6900438276114,0.0,True,UTILITY,UTILITY,False,True,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Casino,False,False,,
Syndicate of Vigilantes,collectibles,NFT marketplace,"NFT Marketplace, Play 2 Earn",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"AR/GPS mission game; token is referenced as VIGI in ecosystem comms, but there’s no evidence of binding DAO governance—game ops and economy are centrally controlled.","NFT, Games, Play to Earn, Augmented Reality, Gaming (GameFi), Shooting Games",VIGI,REWARD,https://syndicateofvigilantes.com/,,immutablezkevm,0.0,0.0,0.0,0.0,0.0,1000000000.0,0.0,2727,0.0,4155,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,7.911324018963353,0.0,0.1470092075815918,0.0,,1.5236523652365237,0.0,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,False,False,2,True,0.7,True,False,NFT Marketplace,False,False,,
CoinFantasy,marketplaces,NFT marketplace,"Marketplace, DAO Tooling, Play 2 Earn, Yield Optimizer",True,False,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,CFT positioned as governance/utility; voting via community channels while execution remains team-led → semi,"Yield, DeFi, Games, Play to Earn",CFT,REWARD,https://play.coinfantasy.io/,,hedera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2681,124.07,4856,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2,0.0,1,0.2833333333333333,1,0.0,7.894318063841624,0.0,0.14669320080692033,0.0,,1.8112644535621036,0.0462775083923909,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,False,False,3,True,0.8,True,False,Marketplace,False,False,,
NILE Exchange,exchanges,DEX,"AMM DEX, Farming, Identity, Yield Optimizer",True,False,ONCHAIN_TOKEN_GOVERNANCE,COMPANY_OWNED,SEMI_DECENTRALIZED,veNILE (vote-lock) steers emissions/fees; gauges are binding but exchange ops by team/foundation → semi,"Pools, Farming, Exchanges, Yield, DeFi, solana-ecosystem",NILE,GOVERNANCE,https://www.thenile.exchange/,,linea,0.0,,,71555.98135,0.0,499999888859.0,4.042882382e-05,2678,755983.99,5416,0.0,-14.67934331,-24.10276958,-25.91207928,-56.90390869,-79.83584361,1234666.0,0.0,5,0.0,1,0.4833333333333334,1,11.178249353250514,7.893198869544609,0.0,0.35585908036650193,205811.238990745,0.0,2.022404779686333,282.29424570575054,26.719933289768484,True,GOVERNANCE,GOVERNANCE,True,False,False,False,True,False,False,False,False,False,False,4,True,0.9,True,False,AMM DEX,False,False,,
JetBolt,collectibles,NFT marketplace,"NFT Marketplace, Social",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Web3 platform/token branding around “gas-free/zero-fee” interactions; governance is not presented as DAO/timelock-based—project direction remains centrally owned/operated.,"Layer 2, Social, DeFi",JETBOLT,UTILITY,https://jetbolt.io/,,skale-calypso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2652,0.0,45455,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,7.88344635413774,0.0,0.14649118134408526,0.0,,17.139894419306184,0.0,0.0,True,UTILITY,UTILITY,False,True,False,False,False,False,False,False,False,False,False,2,True,0.7,True,False,NFT Marketplace,False,False,,
CryptoCarto,collectibles,NFT marketplace,"NFT Marketplace, Play 2 Earn, Social",True,False,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"“Claim a spot on Earth” NFT map on Klaytn/Kaia; ERC-721 minting is on-chain, but platform governance/ops are centrally managed (no DAO governance indicated).","Content Creation, Knowledge, NFT, Social, Games",,,https://cryptocarto.xyz/,,kaia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553,0.0,5064,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,1,0.21666666666666667,1,0.0,7.845416036592485,0.0,0.14578449725012033,0.0,,1.9835487661574618,0.0,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,2,True,0.7,True,False,NFT Marketplace,False,False,,
APX,exchanges,DEX,"AMM DEX, Perpetuals, Staking",True,True,SNAPSHOT_OFFCHAIN,MIXED,SEMI_DECENTRALIZED,APX DAO uses RFC→Snapshot flow; team/foundation executes upgrades/params → semi,"Exchanges, Staking, DeFi, services, reputation, Decentralized Finance (DeFi), BNB Chain Ecosystem, Perpetuals, YZi Labs (Prev. Binance Labs) Portfolio, Binance Alpha Spotlight",APX,UTILITY,https://www.apollox.finance/en,,"arbitrum,base,bnb-chain,ethereum,zksync-era",0.0,83064466.0,,36975217.0,703179.0,803179.0,0.289243,2544,12193545.69,74779,0.0,4.21688,-8.46657,-75.68893,0.0,0.0,,0.0,2,2.0,1,0.4833333333333333,5,17.42575846241935,7.841885928984623,18.23512757512048,0.698402878869693,14.728729999999999,2.246490291050895,29.39426100628931,4793.060412735849,14534.283411949686,True,UTILITY,UTILITY,False,True,False,False,True,False,False,False,False,False,False,5,True,1.0,True,False,AMM DEX,False,False,,
Cambria: Duel Arena,collectibles,NFT marketplace,"NFT Marketplace, DAO Tooling, Play 2 Earn",True,True,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Ronin/Abstract PvP title; no governance docs; economy and rules run by studio,"Games, Play to Earn",,,https://lobby.cambria.gg/,,"abstract,base,blast,ronin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2524,8055217.52,253136,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,4,0.0,7.83399634170946,0.0,0.14557229505848301,0.0,,100.29160063391443,3191.449096671949,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,NFT Marketplace,False,False,,
TradeOS,other,Infrastructure,"Marketplace, Social, DeFi Infrastructure, Analytics",True,True,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Decentralised P2P trading + escrow positioning; still operated and built by a core team/company (Bounty Bay Labs referenced in third-party material), with no binding DAO governance evidenced.","Social, Marketplaces",,,https://www.tradeos.xyz,,"arbitrum,ton,solana",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2512,18079.08,3205,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,1,0.21666666666666667,3,0.0,7.829232537543592,0.0,0.14548377345655905,0.0,,1.275875796178344,7.197085987261147,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,Marketplace,False,False,,
SONEX,exchanges,DEX,"AMM DEX, Analytics, DAO Tooling, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"New Soneium DEX; governance not active yet; claims community focus, but team runs launches and listings → semi","Exchanges, Yield, DeFi, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",,,https://www.sonex.so/,,soneium,7.0,,,0.0,0.0,0.0,0.0,2461,164875.53,20642,,,,,,,726024.0,,1,0.0,1,0.21666666666666667,1,0.0,7.808729306744399,0.0,0.14510277986997014,121004.0,,8.387647297846405,66.99533929297034,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,AMM DEX,False,False,,
Cluster Yield,high-risk,Yield Aggregator,"Staking, Yield Optimizer",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Yield tool/site with token; no clear DAO mechanics; operator controls strategies → centralized,"Staking, Yield, DeFi",CLSTR,SPECULATIVE,https://clusteryield.com/,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455,1848265.97,49289,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,7.806289289267033,0.0,0.14505743916151564,0.0,,20.076985743380856,752.8578289205702,0.0,True,SPECULATIVE,SPECULATIVE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Staking,False,False,,
MOBOX,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace, DAO Tooling, Farming",True,False,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,MBOX/veMBOX used for proposals; game/platform ops by company → semi,"NFT, Metaverse, Games, Marketplaces, collectibles-nfts, defi, gaming, yield-farming, binance-launchpool, play-to-earn, arbitrum-ecosystem, bnb-chain-ecosystem, dwf-labs-portfolio, binance-ecosystem, binance-listing, Gaming (GameFi), BNB Chain Ecosystem, Binance Launchpool, Play To Earn, Arbitrum Ecosystem, Animoca Brands Portfolio, RPG, Gaming Blockchains, Gaming Governance Token, YZi Labs (Prev. Binance Labs) Portfolio",MBOX,UTILITY,http://www.mobox.io,,bnb-chain,0.0,0.0,,19059995.67,500322467.0,550322467.0,0.05868847067,2409,35267.06,21845,0.30514474,-14.9228859,-14.64983633,-9.10311502,-0.18672659,26.92845754,0.0,305144.74000000005,2,0.0,1,0.2833333333333333,1,16.763102281478876,7.787382026484701,0.0,0.45840617658042937,10.96517023,0.0,9.068078040680781,14.639709422997093,7911.994881693649,True,UTILITY,UTILITY,False,True,False,False,False,False,False,False,False,False,False,4,True,0.9,True,False,NFT Marketplace,False,False,,
Polplus,defi,DAO Tooling,"Yield Optimizer, Staking, DAO Tooling",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Polygon staking/referral “POL staking” dApp marked inactive on DappRadar; no DAO/Snapshot/on-chain governance surfaced—operation (when active) appears fully operator-run.,"Exchanges, Staking, Yield, DeFi, Governance",,,https://polplus.us/,,polygon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,26143.94,13691,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,7.785720896534624,0.0,0.14467523472777352,0.0,,5.692723492723493,10.870661122661122,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Yield Optimizer,False,False,,
Koi Finance,exchanges,DEX,"AMM DEX, DAO Tooling, Farming, Identity",True,True,ONCHAIN_TOKEN_GOVERNANCE,COMPANY_OWNED,SEMI_DECENTRALIZED,veKOI/veRewards indicate vote-lock governance over emissions; contracts non-custodial but ops centralized → semi,"Farming, Exchanges, Yield, DeFi, Governance, decentralized-exchange-dex-token, privacy, ethereum-ecosystem, amm, zksync-era-ecosystem, dwf-labs-portfolio",KOI,GOVERNANCE,https://koi.finance/,,"ethereum,zksync-era",0.0,,,352215.6162,0.0,1000000000.0,0.0006768406436,2402,1558575.91,3155,1.3e-07,0.51631402,-13.02875927,-25.20653141,-32.10079494,-55.59737732,1743992.0,0.13,5,0.0,1,0.4833333333333334,2,12.772001652239162,7.784473235736469,0.0,0.3836637682345915,290686.40829616,0.0,1.313488759367194,648.8659075770191,146.63431149042464,True,GOVERNANCE,GOVERNANCE,True,False,False,False,True,False,False,False,False,False,False,4,True,0.9,True,False,AMM DEX,False,False,,
Gacha,gambling,NFT Gaming,"Casino, Analytics, Play 2 Earn",True,False,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"NFT “gacha” protocol framing: protocol/token narrative describes progressive decentralisation to $GACHA tokenholders over time, but no evidence of binding DAO/timelock execution live today—treat as team-controlled with on-chain components.","Gambling, Casino, Games, research, analytics",GACHA,REWARD,https://www.gacha.game/,,abstract,0.0,,,0.0,0.0,0.0,,2400,1394212.29,176741,,,,,,,31663.0,,1,0.0,1,0.21666666666666667,1,0.0,7.783640596221253,0.0,0.14463657832843158,5277.166666666667,,73.64208333333333,580.9217875,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Casino,False,False,,
Genso Metaverse,marketplaces,NFT marketplace,"Marketplace, DAO Tooling, Metaverse, Play 2 Earn",True,False,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,MV is governance token with DAO messaging; studio still executes core game/dev → semi,"NFT, Metaverse, Games, Marketplaces",MV,REWARD,https://genso.game,,polygon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398,129.28,64183,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2,0.0,1,0.2833333333333333,1,0.0,7.782807262839695,0.0,0.14462109322381692,0.0,,26.765221017514595,0.0539115929941618,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,False,False,3,True,0.8,True,False,Marketplace,False,False,,
Learn NEAR Club,social,Social Network,Social,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Education/community site; no protocol admin or DAO—content and operations run by the Learn NEAR Club team,"Content Creation, Knowledge, AI",,,https://learnnear.club/,,near,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392,799.9,20769,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,7.780303087908373,0.0,0.14457456033356786,0.0,,8.682692307692308,0.33440635451505013,0.0,False,NONE,NONE,False,False,False,False,False,False,False,True,False,False,True,3,True,0.8,True,False,Social,False,False,,
Puush.fun,collectibles,NFT marketplace,"NFT Marketplace, DAO Tooling, Farming, Play 2 Earn",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Fair-launch platform with operator-set rules; no binding token governance or DAO process disclosed,"Farming, Token Launch Platforms, Exchanges, DeFi, Games",PUUSH,UTILITY,https://www.puush.fun/,,cronos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2380,1803427.88,18971,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,7.7752758464868625,0.0,0.14448114350777155,0.0,,7.971008403361345,757.742806722689,0.0,True,UTILITY,UTILITY,False,True,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,NFT Marketplace,False,False,,
Interport Finance,exchanges,DEX,"AMM DEX, Cross-chain DEX, DAO Tooling, Privacy",True,True,SNAPSHOT_OFFCHAIN,DAO_OWNED,SEMI_DECENTRALIZED,Project terms state a DAO with ITP governance token for proposals/fees; execution via DAO/multisig implies semi.,"Exchanges, DeFi, decentralized-exchange-dex-token, privacy, ethereum-ecosystem, avalanche-ecosystem, polygon-ecosystem, fantom-ecosystem, arbitrum-ecosystem, cross-chain, bnb-chain-ecosystem, zksync-era-ecosystem, base-ecosystem, linea-ecosystem, polygon-zkevm-ecosystem",ITP,UTILITY,https://app.interport.fi/,,"abstract,arbitrum,astar,aurora,avalanche,base,blast,bnb-chain,celo,core,ethereum,fantom,gravity,kaia,kroma,linea,mantle,opbnb,optimism,polygon,ronin,sei,soneium,telosevm,unichain,zksync-era",0.0,,,274023.2346,0.0,150000000.0,,2369,41942310.6,2870,0.0,0.0,-1.98934204,-25.08718014,-36.80722467,-42.88514311,26478.0,0.0,2,3.0,1,0.5833333333333334,26,12.520971828904218,7.7706452341291765,0.0,0.37870911168238003,4430.794814993334,0.0,1.2114816378218658,17704.647783875054,115.67042406078515,True,UTILITY,UTILITY,False,True,False,False,True,False,False,True,False,False,False,4,True,0.9,True,False,AMM DEX,False,False,,
Thrive on Mars,collectibles,NFT marketplace,"NFT Marketplace, Analytics, Play 2 Earn",True,True,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,NFT/game economy references Martia Token staking and rewards mechanics; no binding governance (DAO/timelock) evidenced—game economy and policies remain studio-operated despite on-chain assets.,"NFT, Games, Play to Earn, research, analytics",MARTIA,REWARD,https://thriveonmars.com/,,"bnb-chain,wax",0.0,,,0.0,0.0,0.0,,2352,847.67,840456,,,,,,,98.0,,1,0.0,1,0.21666666666666667,2,0.0,7.763446388727362,0.0,0.14426132705136355,16.333333333333332,,357.33673469387753,0.3604039115646258,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,False,False,3,True,0.8,True,False,NFT Marketplace,False,False,,
