name,dapp_sector,dapp_category,sub_category,is_active,is_multi_chain,governance_type,ownership_status,level_of_decentralisation,research_comments,tags,token_symbol,token_type,website,launch_date,chains,raised_capital,tvl,tvl_ratio,market_cap,circulating_supply,total_supply,price,users,volume,transactions,total_liquidity_usd,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d
Compound,defi,Lending,"Lending, Yield Optimizer, Farming, AMM DEX",TRUE,TRUE,DAO_WITH_TIMELOCK,MIXED,DECENTRALIZED,COMP token with Governor Bravo + Timelock executes proposals on-chain; broadly distributed governance,"defi, dao, ethereum-ecosystem, yield-farming, coinbase-ventures-portfolio, three-arrows-capital-portfolio, polychain-capital-portfolio, avalanche-ecosystem, solana-ecosystem, lending-borowing, dragonfly-capital-portfolio, alameda-research-portfolio, a16z-portfolio, pantera-capital-portfolio, paradigm-portfolio, near-protocol-ecosystem, arbitrum-ecosystem, gnosis-chain-ecosystem, sora-ecosystem, made-in-america, binance-ecosystem, binance-listing, Decentralized Finance (DeFi), Yield Farming, BNB Chain Ecosystem, Lending/Borrowing Protocols, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, Paradigm Portfolio, Index Coop Defi Index, Energi Ecosystem, Sora Ecosystem, Polychain Capital Portfolio, Made in USA, Governance",COMP,GOVERNANCE,https://compound.finance/,,"base,ethereum",0,1980988224,,413303620,9640425.977,10000000,29.99565479,5053,165294940.9,13905,1.81178692,4.6313578,-5.92128617,-20.59440758,-23.65927844,-31.69708083,
Phoenix DeFi Hub,defi,DEX,"Yield Optimizer, AMM DEX, DAO Tooling, Marketplace",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Stellar/Soroban DeFi hub; no governance docs—operator controls DEX and hub features,"NFT, Exchanges, Yield, DeFi, Marketplaces, mineable, pow, blake256",PHO,UTILITY,https://www.phoenix-hub.io/,,stellar,0,,,0,0,64641578210,,5001,3171294.83,50997,0,0,0,169.8171108,5.53556708,12.89820281,4500538
Jump.trade,marketplaces,NFT marketplace,"Marketplace, Play 2 Earn",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"GuardianLink-operated NFT marketplace and gaming ecosystem (e.g., MCL); central operator sets platform rules/ToS and runs operations; no protocol-level DAO governance identified for the marketplace itself.","NFT, Sports, Games, Marketplaces",,,https://www.jump.trade/,,"near,polygon,skale-nebula",0,0,0,0,0,0,0,4966,0,31713,0,0,0,0,0,0,
GMX,defi,Derivatives,"Perpetuals, Derivatives, Yield Optimizer, Staking",TRUE,TRUE,SNAPSHOT_OFFCHAIN,FOUNDATION_OWNED,SEMI_DECENTRALIZED,GMX DAO uses forum + Snapshot; multisig/foundation handles execution and grants,"Exchanges, Staking, Yield, DeFi, decentralized-exchange-dex-token, derivatives, dex, avalanche-ecosystem, arbitrum-ecosystem, binance-ecosystem, binance-listing, Decentralized Finance (DeFi), Perpetuals, Avalanche Ecosystem, Arbitrum Ecosystem, perp-dex-coins",GMX,UTILITY,https://gmx.io/,,"arbitrum,solana,avalanche",0,368276279,,90273814.96,10350824.15,10350824.15,8.852111596,4950,1103646.63,29820,1.94687778,3.18594695,4.63760855,-14.70356831,-44.88956597,-41.49826213,368276278
XO,social,Social Network,"Social, Staking, SocialFi",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Social “friend-making” app rewarding activity with $XOXO; governance (if any) is not evidenced as binding or DAO-owned—product remains centrally operated.,"Content Creation, NFT, Social, Staking, Play to Earn",XOXO,REWARD,https://xoapp.co,,"base,skale-calypso",0,0,0,0,0,0,0,4917,0,505849,0,0,0,0,0,0,
Saber,exchanges,DEX,"AMM DEX, Stablecoin, Farming, Yield Optimizer",TRUE,FALSE,ONCHAIN_TOKEN_GOVERNANCE,DAO_OWNED,SEMI_DECENTRALIZED,SBR → veSBR voting via TribecaDAO controls gauges/fees; DAO executes with tooling; team still influential.,"Yield, DeFi, decentralized-exchange-dex-token, dex, solana-ecosystem, terra-ecosystem, Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), Solana Ecosystem, Multicoin Capital Portfolio, Exchange-based Tokens",SBR,GOVERNANCE,https://saberdao.io/,,solana,0,13481892,,2081239.538,2245275631,98111672,0.0009067892417,4880,11665192.36,421,-0.29180083,-4.26463295,0.75048998,4.19785631,-10.62233018,-14.4073143,13953296
Nostra,defi,Lending,"Lending, Staking, AMM DEX, DAO Tooling",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,NSTR token grants governance voting; company operates super-app/infra today,"Staking, DeFi, ethereum-ecosystem, arbitrum-ecosystem, base-ecosystem, starknet-ecosystem, Decentralized Exchange (DEX), Decentralized Finance (DeFi), Lending/Borrowing Protocols, Solana Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, Starknet Ecosystem, Exchange-based Tokens",NSTR,UTILITY,https://nostra.finance/,,starknet,41.3,21659357,,1369429.528,100000000,100000000,0.0137677257,4834,119941298.3,142106,0.45042694,1.88249635,21.47276468,-2.38173939,-7.04977838,-38.32308097,21867091
Fluid,defi,Yield Aggregator,Yield Optimizer,TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,INST/Fluid forum + tokenholder proposals; execution by Instadapp team; smart contracts non-custodial but ops centralized,"Yield, defi, dao, ethereum-ecosystem, coinbase-ventures-portfolio, standard-crypto-portfolio, binance-alpha, binance-ecosystem, Decentralized Finance (DeFi), Solana Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, Coinbase Ventures Portfolio, Pantera Capital Portfolio, arbitrum-ecosystem, base-ecosystem, binance-listing, Binance Alpha Spotlight, Plasma Ecosystem",INST,UTILITY,https://fluid.instadapp.io/,,"arbitrum,base,ethereum",0,1494447446,,247430715.6,77488208.87,100000000,3.243916134,4794,2127546610,0,0.35078627,0.16327452,-5.05117586,-28.94928937,-41.82790168,-48.11139112,1698206504
Venice,other,Infrastructure,Infrastructure,TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Venice positions VVV as an access/utility token for inference capacity and also references governance utility; no verified binding on-chain governor/timelock execution was found—so treated as token + operator-led execution.,,VVV,UTILITY,https://venice.ai/,,base,0,0,0,0,0,0,0,4789,17799398.91,22783,0,0,0,0,0,0,
XPmarket,marketplaces,DEX,"Marketplace, AMM DEX, Analytics",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,XRPL analytics/DEX front-end with project-issued token; no binding DAO docs; platform rules set by company.,"Knowledge, NFT, Exchanges, DeFi, Marketplaces, xrp-ecosystem, XRP Ledger Ecosystem",XPM,UTILITY,https://xpmarket.com/,,xrpl,0,0,,4779051,222295906.4,500000000,0.0204473649,4740,35185522.64,214260,-2.04046745,-6.32174131,-8.84925269,-12.09409091,-30.11945124,-9.814149,
StrayShot,marketplaces,NFT marketplace,"Marketplace, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Third-person shooter; public comms describe a native ERC-20 game currency but sources don’t consistently specify a final symbol; no DAO or binding governance—studio controls development and economy.,"NFT, Games, Play to Earn",,,https://strayshot.game/,,skale-strayshot,0,0,0,0,0,0,0,4711,0,4712,0,0,0,0,0,0,
Anichess,games,NFT Gaming,Play 2 Earn,TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Animoca/Chess.com partnered chess game; CHECK token is announced with phased utility including governance, but no live binding DAO execution is evidenced yet—treated as studio-led governance rollout.","Art, NFT, Games",CHECK,REWARD,https://anichess.com/,,"base,polygon",0,0,0,0,0,0,0,4664,0,22716,0,0,0,0,0,0,
Orderly Network,defi,DEX,"Perpetuals, Derivatives, Staking, AMM DEX",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,$ORDER staking for governance (formalization ongoing); team runs infra; on-chain protocols underneath.,"DeFi, Smart Contract Platform, Decentralized Finance (DeFi), BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Layer 2 (L2), Base Ecosystem, DragonFly Capital Portfolio, Pantera Capital Portfolio, Sequoia Capital Portfolio, OKX Ventures Portfolio, Optimism Superchain Ecosystem, Binance Alpha Spotlight, ethereum-ecosystem, layer-2, polygon-ecosystem, arbitrum-ecosystem, optimism-ecosystem, base-ecosystem, binance-alpha, binance-ecosystem, Perpetuals, derivatives, binance-listing, perp-dex-coins, Avalanche Ecosystem, Abstract Ecosystem",ORDER,UTILITY,https://orderly.network/,,"arbitrum,base,ethereum,near,optimism,polygon",0,29563774,,39180785,347377733.9,998307507.6,0.1209706465,4622,33887036.39,6655,3.71352577,11.83529882,-0.3359909,-62.2515705,-37.10428396,-32.63805959,
CiaoTool,defi,DAO Tooling,DAO Tooling,TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Token toolkit/one-click issuance; no DAO or token governance; operators control features/pricing,"Token Launch Platforms, DeFi",,,https://ciaotool.io,,"bnb-chain,solana",0,0,0,0,0,0,0,4591,46384.3,43553,0,0,0,0,0,0,
Infinity Heroes,collectibles,NFT marketplace,"NFT Marketplace, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Web3 game advertising INFY token rewards/usage; no DAO or binding governance execution surfaced; centrally run by the game studio/ecosystem operator.,"Games, Play to Earn",INFY,REWARD,https://infinitygames.tech/infinity_heroes/,,sei,0,0,0,0,0,0,0,4420,0,86783,0,0,0,0,0,0,
Echoes of Cryptalia,collectibles,NFT marketplace,"NFT Marketplace, Farming, Play 2 Earn, Staking",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,GameFi title with “gamified staking” designed around $ECHO utility (staking/building/upgrades) and NFT items; no DAO/timelock governance evidenced—studio-led control.,"Farming, NFT, Staking, Games, Play to Earn",ECHO,REWARD,https://loyalty.cryptalia.quest,,immutablezkevm,0,0,0,0,0,0,0,4396,0,7270,0,0,0,0,0,0,
Karak,defi,Analytics,"Yield Optimizer, Staking, Analytics",TRUE,TRUE,TEAM_CONTROLLED,FOUNDATION_OWNED,SEMI_DECENTRALIZED,Universal restaking platform; foundation-led ecosystem with planned/announced native token ($KAR) and operator-managed rollout; no confirmed DAO-owned timelock governance in production—execution remains centrally coordinated.,"Staking, Yield, DeFi, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",KAR,UTILITY,https://karak.network/,,"arbitrum,bnb-chain,ethereum,mantle",0,,,0,0,0,0,4344,24674.84,6759,,,,,,,114004207
TON Station,collectibles,NFT marketplace,"NFT Marketplace, Marketplace, DAO Tooling, Metaverse",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Telegram game/store on TON with $SOON/MRSOON; no public governance—company sets policies,"Metaverse, Games, Play to Earn, Marketplaces, Gaming (GameFi), Telegram Apps, TON Ecosystem, Gaming Platform",SOON,REWARD,https://tonstation.app/,,ton,0,0,0,3061697,65860282991,65860282991,0.00004649,4319,50003.33,22788,0,-2.98693,21.6204,-12.38427,0,0,
Save (formerly Solend),defi,Lending,"Lending, Farming, Restaking, DeFi Yield",TRUE,FALSE,MULTISIG_WITH_COMMUNITY_INPUT,DAO_OWNED,SEMI_DECENTRALIZED,"Solana lending protocol with DAO voting via Solana governance tooling (Realms) and token-based voting power; however, historical governance showed reliance on trusted actors/operational intervention risk—best fit is DAO input with gated execution.",,SLND,UTILITY,https://save.finance/,,solana,0,0,0,0,0,0,0,4319,47183158.19,51974,0,0,0,0,0,0,
WORLD3,other,NFT Gaming,"DAO Tooling, AI Agent Platform, Metaverse, Play 2 Earn",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,WORLD3 uses $WAI for participation/governance; execution still team-led → semi,"Move to Earn, Metaverse, Social, DeFi, Games, ai-big-data, content-creation, bnb-chain-ecosystem, binance-alpha, binance-alpha-airdrops, binance-ecosystem, Artificial Intelligence (AI), Gaming (GameFi), BNB Chain Ecosystem, AI Agent Launchpad, Binance Alpha Spotlight",WAI,REWARD,https://world3.ai/,,"base,bnb-chain,opbnb,skale-nebula,soneium",0,0,,6679660,134334975.5,1000000000,0.05266018526,4308,2011.92,129298,-0.47680678,1.04972917,-6.52171294,-0.44166095,-2.62905438,-2.62905438,
IMVU powered by MetaJuice,collectibles,NFT marketplace,"NFT Marketplace, Marketplace, Metaverse, Play 2 Earn",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,"MetaJuice (Together Labs subsidiary) introduces governance framing for metaverse initiatives; VCORE token exists and is positioned for governance/economy, but execution remains company-mediated rather than DAO-owned timelock governance.","NFT, Metaverse, Social, Games, Marketplaces",VCORE,UTILITY,https://metajuice.com/,,"polygon,immutablex,ethereum",0,0,0,0,0,0,0,4289,0,6637,0,0,0,0,0,0,
Edelweis,other,DAO Tooling,"DAO Tooling, AI Staking, Staking, Yield Optimizer",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,EDC token cited for governance/parameters; platform ops centralized → semi,"Pools, AI, Staking, Yield, DeFi, bnb-chain-ecosystem",EDC,UTILITY,https://dapp.edelweis.live,,bnb-chain,0,,,0,0,2100000000,,4263,3860493.96,26485,0,0,-1.82652203,-91.77124846,-91.76632371,-91.76632371,
BabySwap,exchanges,DEX,"AMM DEX, Farming, Marketplace, Metaverse",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,BABY token + community features; team/multisig executes; AMM contracts non-custodial → semi,"NFT, Metaverse, Exchanges, DeFi, Marketplaces, collectibles-nfts, decentralized-exchange-dex-token, gaming, yield-farming, amm, mvb, bnb-chain-ecosystem, binance-ecosystem, Decentralized Exchange (DEX), Decentralized Finance (DeFi), Automated Market Maker (AMM), BNB Chain Ecosystem, Exchange-based Tokens",BABY,UTILITY,https://home.babyswap.finance,,bnb-chain,0,1636043,0.12114515,225.0029258,620895960,1000000000,0.000319213998,4250,815305.62,10,1.50124112,1.60155019,-5.59094171,-23.24272389,-16.41732923,-11.44309099,1638713
KALE,high-risk,Infrastructure,"Farming, Play 2 Earn, Social, Staking, Infrastructure",TRUE,FALSE,NONE,UNKNOWN,SEMI_DECENTRALIZED,"KALE appears as a mined Stellar asset / “mining contract” style distribution; no governance system is indicated, but issuance/participation is contract-driven and permissionless at the interaction layer.","Farming, Social, Staking, Games, Play to Earn",KALE,SPECULATIVE,https://kalefarm.xyz,,stellar,0,0,0,0,0,0,0,4250,0,25826350,0,0,0,0,0,0,
TokenTrove,marketplaces,NFT marketplace,Marketplace,TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"NFT marketplace for Immutable X / zkEVM; on-chain settlement is decentralised, but marketplace policies, indexing, and ops are centrally operated; no native governance token identified.",,,,https://tokentrove.com,,"immutablex,immutablezkevm",0,0,0,0,0,0,0,4120,3179.8,0,0,0,0,0,0,0,
QuestN,social,Social Network,Social,TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Quest/engagement platform for “do-to-earn” style tasks; no DAO/on-chain governance for the platform itself is shown; centrally operated growth tooling.,,,,https://questn.com/,,"arbitrum,bnb-chain,polygon,aurora,ethereum,optimism,avalanche",0,0,0,0,0,0,0,4108,0,6001,0,0,0,0,0,0,
Minswap,defi,DEX,"Yield Optimizer, Farming, Staking, AMM DEX",TRUE,FALSE,SNAPSHOT_OFFCHAIN,MIXED,SEMI_DECENTRALIZED,Active DAO votes + community initiatives; Minswap Labs still steers delivery; Cardano on-chain components → semi,"Exchanges, Staking, Yield, DeFi, Governance, decentralized-exchange-dex-token, yield-farming, amm, dex, launchpad, cardano-ecosystem, web3, cardano, Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), Cardano Ecosystem",MIN,UTILITY,https://app.minswap.org/,,cardano,0,50211013,0.32948714,16479853.65,1758109679,2499998877,0.00941004037,4095,3597977.16,19229,2.42949319,3.93995911,-10.11435452,-37.3909177,-52.26560631,-60.87211325,50211013
ETH2 Deposit Contract,exchanges,Infrastructure,"AMM DEX, Privacy, Infrastructure, Validator Staking",TRUE,FALSE,NONE,UNKNOWN,DECENTRALIZED,"Ethereum staking deposit contract is a canonical, immutable contract address used for validator deposits; it is not “governed” by a DAO and is validated socially via Ethereum Foundation + block explorer references.",,,,https://launchpad.ethereum.org/en/,,ethereum,0,0,0,0,0,0,0,4080,2533909613,5386,0,0,0,0,0,0,
Common,social,Social Network,"Social, Analytics, DAO Tooling",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,“DAO/launch a token/manage a DAO” platform with own token; company operates core protocol/app today,"Token Launch Platforms, AI, Governance, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",COMMON,"GOVERNANCE, UTILITY",https://landing.common.xyz/,,base,0,0,,0,0,0,0,4035,168397.14,19634,,0,0,0,,,1685
BOSS FIGHTERS,collectibles,NFT marketplace,"NFT Marketplace, DAO Tooling, Play 2 Earn",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Web3 game with BFTOKEN; governance messaging exists but no binding DAO; studio controls economy,"NFT, Games, Play to Earn, gaming, ethereum-ecosystem",BFTOKEN,REWARD,https://bossfighters.game/,,"ethereum,immutablezkevm",0,,,0,152834983.3,1000000000,0.00001503800683,3983,20781.98,5367,0,0,-63.39363706,-92.08576469,-97.39688218,-99.19213334,
HAPI ID,social,Social Network,"Social, Identity",TRUE,TRUE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,HAPI protocol uses token voting for upgrades; identity product under company execution → semi.,"Knowledge, Social, DeFi",HAPI,"GOVERNANCE, UTILITY",https://hapi.one/,,"base,bnb-chain,linea,near,ton",0,0,0,0,0,0,0,3945,2862.55,7416,0,0,0,0,0,0,
Slime Runner,games,NFT Gaming,Play 2 Earn,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Endless runner game on CoreDAO; gameplay and updates are centrally shipped (no DAO / binding on-chain governance indicated).,Games,,,https://slimerunner.com/,,core,0,0,0,0,0,0,0,3940,0,4138,0,0,0,0,0,0,
Phi Protocol,collectibles,NFT marketplace,"NFT Marketplace, Marketplace, AI Agent Platform, DAO Tooling",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,PHI token on Base used for governance/participation; team executes protocol changes → semi,"Content Creation, Art, NFT, Social, Marketplaces, Artificial Intelligence (AI), Decentralized Finance (DeFi), Solana Ecosystem, AI Agents, Pump.fun Ecosystem, AI Applications",PHI,UTILITY,https://phi.box/,,base,0,0,0,688874,998702485.9,998702485.9,0.00068977,3903,25005.87,41426,0,-5.81783,-12.36885,-59.02472,0,0,
Angry Flapper,games,NFT Gaming,Play 2 Earn,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Casual flappy-style game on CoreDAO; no evidence of protocol-style governance—rules/content remain operator-controlled.,Games,,,https://angryflapper.xyz/,,core,0,0,0,0,0,0,0,3884,0,4005,0,0,0,0,0,0,
Chumbi Valley,collectibles,NFT marketplace,"NFT Marketplace, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Game studio retains control; CHMB utility token; DAO references but no binding control of ops.,"NFT, Games, Play to Earn, bnb-chain-ecosystem, BNB Chain Ecosystem",CHMB,REWARD,https://chumbivalley.com/,,immutablezkevm,0,0,,238672,21067557426,29375240000,0.000008962274779,3867,0,6853,0,-0.97640234,3.39128203,-17.20387946,-39.63894738,1063.913257,
WOWMAX,exchanges,DEX,"AMM DEX, Trading Bot, DEX Aggregator",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"DEX aggregation + copy-trading product; non-custodial execution can be on-chain, but governance/ops are presented as product-led (no binding DAO/timelock evidence found). Token references appear in third-party materials as “DEFI” (treat as provisional).","Exchanges, DeFi",,,https://wowmax.exchange/,,"arbitrum,base,blast,bnb-chain,cronos,ethereum,linea,polygon,soneium,unit0,zetachain",0,0,0,0,0,0,0,3858,61159831.77,47628,0,0,0,0,0,0,
DZap,exchanges,DEX,"AMM DEX, Cross-chain DEX, DEX Aggregator, Aggregator",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Cross-chain “zap/aggregate” DeFi execution layer; smart contracts are non-custodial, but roadmap/ops and execution routing are product-controlled (no binding DAO governance surfaced).","Pools, Exchanges, Staking, DeFi, research, analytics, Decentralized Finance (DeFi), Cross-chain Communication, Dex Aggregator, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",DZAP,UTILITY,https://www.dzap.io,,"arbitrum,aurora,avalanche,base,blast,bnb-chain,celo,core,cronos,ethereum,fantom,gravity,linea,mantle,opbnb,optimism,polygon,sei,solana,soneium,zetachain,zksync-era",0,0,,0,0,0,0,3705,28117666.24,13217,,0,0,0,,,
HAiO,collectibles,NFT marketplace,"NFT Marketplace, AI Agent Platform, AI Gaming, Social",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,AI x music agent app; token exists; no credible DAO docs—execution centralized,"NFT, Social, solana-ecosystem, Artificial Intelligence (AI), Music, Solana Ecosystem, AI Agents, AI Agent Launchpad",HAIO,REWARD,https://www.haio.fun/,,solana,0,0,,5551644,331983447,999987465,0.0346464223,3683,726.03,12440,1.79997648,-3.96862962,9.81186725,65.03779218,92.67866701,14.5472633,
TaskOn,social,Social Network,Social,TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Web3 campaign/task orchestration platform; core governance is not token/DAO-based—platform policies and ops remain centrally managed.,"NFT, Move to Earn, Play to Earn",,,https://taskon.xyz/?s=dappraddar,,"bnb-chain,ethereum,polygon,tron",0,0,0,0,0,0,0,3549,56088.24,23154,0,0,0,0,0,0,
PROSPECTORS,games,NFT Gaming,Play 2 Earn,TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,WAX/EOS game with staked-token voting (“state” rules) but dev team runs platform → semi.,"Knowledge, NFT, Games, Play to Earn",PGL,REWARD,https://prospectors.io,,wax,0,0,0,0,0,0,0,3425,370.88,189981,0,0,0,0,0,0,
Arkada,social,SocialFi,"SocialFi, Social, DAO Tooling",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Quest/entertainment hub; no governance mechanism disclosed; company controls listings/rewards,Social,,,https://app.arkada.gg,,"base,soneium",0,0,0,0,0,0,0,3422,23543.16,73767,0,0,0,0,0,0,
XOXNO Network,marketplaces,NFT marketplace,Marketplace,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"MultiversX/Sui marketplace + DeFi suite; underlying chains/contracts are permissionless, but product governance appears centrally operated (no on-chain DAO owner/timelock evidenced in the surfaced docs).","NFT, Marketplaces",XOXNO,UTILITY,https://xoxno.com,,multiversx,0,0,0,0,0,0,0,3389,1805147.64,58280,0,0,0,0,0,0,
NeftyBlocks,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace, Staking, Yield Optimizer",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,NEFTY token adds staking/voting; marketplace infra and policies remain company-run → semi,"Art, NFT, Staking, Yield, Marketplaces, Wax Ecosystem",NEFTY,UTILITY,https://neftyblocks.com/,,wax,0,16087,,0,0,100000000,0.003728802862,3343,35759.35,190309,31.9277626,-8.6556466,83.80098209,84.24574178,-5.44043724,-28.20822474,3894
Steel Avenger,games,NFT Gaming,Play 2 Earn,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Retro side-scroller on CoreDAO; no DAO / token governance indicated—game updates and economy are centrally controlled.,Games,,,https://steel-avenger.com/,,core,0,0,0,0,0,0,0,3298,0,3344,0,0,0,0,0,0,
AGNI Finance,exchanges,DEX,"Analytics, AMM DEX, Launchpad",TRUE,FALSE,ONCHAIN_TOKEN_GOVERNANCE,COMPANY_OWNED,SEMI_DECENTRALIZED,"Mantle DEX using ve(3,3)-style emissions voting mechanics; community can vote on emissions/incentives, but protocol operations and upgrade control still typically rely on team-defined parameters (no clear DAO-owned timelock confirmed from the surfaced sources).","Token Launch Platforms, DeFi, research, analytics",AGNI,GOVERNANCE,https://agni.finance/,,mantle,0,,,0,0,0,,3206,259332752,1610604,,,,,,,35793151
bidds,marketplaces,NFT marketplace,Marketplace,TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"NFT marketplace for XRPL/Coreum/Xahau; settlement is on-chain, but marketplace ops/policies are centrally run; no DAO governance token indicated.","NFT, Marketplaces",,,https://bidds.com/,,xrpl,0,0,0,0,0,0,0,3194,4249399.51,21810,0,0,0,0,0,0,
OmniHub,marketplaces,NFT marketplace,"NFT Marketplace, Marketplace, DAO Tooling",TRUE,TRUE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Multichain NFT launchpad; OMNI token/contracts exist but no DAO governance—ops by team,"Content Creation, Art, NFT, DeFi, Marketplaces",OMNI,UTILITY,https://omnihub.xyz/,,"arbitrum,astar,avalanche,base,blast,bnb-chain,celo,core,defikingdoms,ethereum,fantom,gravity,kaia,linea,lisk,mantle,optimism,other,polygon,ronin,soneium,unichain,zksync-era",0,0,0,0,0,0,0,3155,53.98,66272,0,0,0,0,0,0,
Limitless,gambling,Prediction Market,"Prediction Market, AI Meme, Analytics, DAO Tooling",TRUE,FALSE,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Prediction market on Base; LMTS used for staking/rewards/governance; execution remains team-led,"Knowledge, Discussions, Prediction Markets, DeFi, research, analytics, Solana Ecosystem, Meme, AI Meme, Pump.fun Ecosystem",LMTS,UTILITY,https://limitless.exchange/,,base,28,0,,572774,999970577.1,999970577.1,0.00096909,3153,3606628.67,29283,,-7.30505,-18.63662,85.59067,,,2286
The Game7 Platform,marketplaces,NFT marketplace,"Marketplace, DAO Tooling, Play 2 Earn, Social",TRUE,FALSE,HYBRID,MIXED,SEMI_DECENTRALIZED,Game7 is positioned as a “DAO/player-owned” gaming ecosystem with governance framing for G7 token; public materials also describe governance as evolving over time rather than fully autonomous on-chain execution today.,"Social, Staking, Games, Play to Earn, Governance",G7,REWARD,https://app.game7.io/,,game7,0,0,0,0,0,0,0,3148,142.52,9196,0,0,0,0,0,0,
Pixel Heroes Adventure,collectibles,NFT marketplace,"NFT Marketplace, Farming, Play 2 Earn",TRUE,FALSE,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Web3 RPG; sources indicate the game is fuelled by ADVTR and MGOLD tokens, but governance appears studio-led (no binding DAO/timelock evidenced).","Farming, NFT, Games, Play to Earn","ADVTR, MGOLD","GOVERNANCE, UTILITY",https://dapp.pixelheroes.io/,,ronin,0,0,0,0,0,0,0,3135,0,74643,0,0,0,0,0,0,
